Comment,Polarity,Subjectivity,Channel
F in idiots,-0.8,0.8,The Telegraph
Get off,0.0,0.0,The Telegraph
These patronising twerps are not really trying to raise the danger of climate change because everyone with a brain knows its serious but its about themselves they are damaging the debate but they know that it 39 s a cult thing,-0.21666666666666667,0.43333333333333335,The Telegraph
quot Look at me look at me I 39 m pretending to protest so that I get noticed look at me quot Bunch of hypocritical wasters,0.0,0.0,The Telegraph
We love oil br let s get drilling more and use our natural resources that are given to us,0.3666666666666667,0.5,The Telegraph
Just Stop the Morons,-0.8,1.0,The Telegraph
One day in the distant future when we have 100 clean affordable energy the hecklers will seem like jesters Tho I think the protesters need to change tactics stop peeing people off,0.0888888888888889,0.39166666666666666,The Telegraph
If they want to 39 Just Stop Oil 39 why don 39 t they do so in their own lives and lifestyle What are their orange vests made of Cotton or Wool What about their shoes Cell phones Eye glasses If they really want the government to switch to only green energy then why don 39 t they install solar panels on the roofs of their homes put up windmills in their back yards plant a vegetable garden and wear clothes and accessories made of natural fibers I researched their website 39 Just Stop Oil 39 and nothing is mentioned about themselves just using green energy with only green products it 39 s all about just protesting and just using scare tactics,0.03333333333333333,0.4999999999999999,The Telegraph
Oil is the addiction Blood the price,0.0,0.0,The Telegraph
Smelly hippie,0.0,0.0,The Telegraph
I never heard of a city with no cops guess they defunded the police there,0.0,0.0,The Telegraph
How to lose sympathy for your cause,0.0,0.0,The Telegraph
Well this is like war br br Allies br Members of Public br Metropolitan police br br Axis br Just stop oil,0.0,0.06666666666666667,The Telegraph
Arseholes,0.0,0.0,The Telegraph
Bed sit tuggers,0.0,0.0,The Telegraph
make them a terrorist organisation then seize their millionaire backers passports and bank accounts problem solved,0.0,0.0,The Telegraph
Funny they 39 re removed from there but are allowed to break the law by blocking roads,0.25,1.0,The Telegraph
Human beings have learnt to adapt to living in igloos in the Arctic living in the Sahara Desert in monsoon belt Asia in the Amazon Rainforest etc The real problem facing the planet is the huge discrepancies of wealth income and power The World isn t going to burst into flames and destroy all living organisms a href With our modern technology we can certainly cope with climate changes br The most likely disaster is the real risk of nuclear war but we are only talking escalation,0.15142857142857144,0.49714285714285716,The Telegraph
Government needs to step in and put a stop to these woke lunatics,0.0,0.0,The Telegraph
If that was a freedom demonstration the filth would be battering women and children with battens,0.0,0.0,The Sun
These nazzie pigs will be deleted,0.0,0.0,The Sun
Police are a disgrace,0.0,0.0,The Sun
I am glad my tax money spend on police wisely,0.6,0.95,The Sun
London is falling This is the end for the UK That is not a peaceful demonstration They have no idea how many millions they are destroying every second Good for us in the other part of Europe We have citizens with brains Too many English people are not working That is the problem Changes take time you cannot just force it The very simple water they drink is coming to them by what means Brainless uneducated Not a degree just not socially and environmentally clueless,0.12333333333333334,0.30059523809523814,The Sun
Police are told amp paid by the wef to allow this s to happen,0.0,0.0,The Sun
Could to see the unbiased police,0.0,0.0,The Sun
These people make me so angry,-0.5,1.0,The Sun
Coppers actually assisting the protest It 39 s ok for them as they have clocked in for the day and therefore not getting docked or a verbal written warning for missing late for work,0.0,0.3125,The Sun
Those are the police who need to be defunded because they are absolutely useless,-0.5,0.2,The Sun
Why are the cops not arresting those domestic terrorists,0.0,0.1,The Sun
So police arresting the genral public who have got to work,0.0,0.06666666666666667,The Sun
Noticed the Van was labelled JunkCLEAR but they we 39 re forbidden from clearing the Junk,0.0,0.0,The Sun
This is what happens when police don t do their jobs,0.0,0.0,The Sun
Check how the police protect this criminal activity Take back the Judiciary and police force by the people The police are just a bunch of criminalists idiots,-0.4000000000000001,0.45,The Sun
How dare athe West speak about 3rd World countries This is civilized Arresting the guywho stands up for his right against braindead maggots like an animal What a joke of a society hahahaha,0.22142857142857142,0.48392857142857143,The Sun
Idiocracy,0.0,0.0,The Sun
Police arresting the victims A disgrace the UK is so far down the toilet that only its toenails are sticking out of the U bend,-0.022222222222222227,0.5722222222222222,The Sun
WTF is the police doing exactly,-0.125,0.625,The Sun
we need a group of masked hooligans to clear this situations,0.10000000000000002,0.3833333333333333,The Sun
The police were more likely escorting those idiots,-0.10000000000000002,0.7666666666666666,The Sun
Your taxmoney at work right there,0.2857142857142857,0.5357142857142857,The Sun
Ridiculous by the police,-0.3333333333333333,1.0,The Sun
So glad I don t live in the UK The Good Humor Ice cream Man police uniforms exemplifies their lack of backbone,0.4454545454545455,0.7000000000000001,The Sun
I guess we know who the police support,0.0,0.0,The Sun
There police officers sit there doing Nathan br To the protesters little kitty cats,-0.1875,0.5,The Sun
2 men in police suits should be arrested not the young guy doing what the real police should be doing and clearing the road,0.15000000000000002,0.35000000000000003,The Sun
It 39 s going to take a proper nasty violent incident to make the law handle these protesters like they should be doing some people are going to end up seriously injured maybe even worse you only need one driver to snap and say quot fk them quot and drive through regardless of consequences,-0.4222222222222222,0.7277777777777779,The Sun
The police are c ts,0.0,0.0,The Sun
Shows who the Police support,0.0,0.0,The Sun
You can 39 t be a non Christian and then try to reason with other non Christians about right and wrong The problem in this society is that these people are in rebellion to God and therefore none of them can solve the problems The blind lead the blind and both fall into the ditch Matthew 15 14 and Luke 6 39,-0.22321428571428573,0.5240079365079365,The Sun
This is wat a great empire like Great Britain has boiled down to wat a disgrace sunak has made Britain into He has made it indias little puppet,0.3142361111111111,0.5722222222222222,The Sun
The UK is a joke,0.0,0.0,The Sun
SHAME,0.0,0.0,The Sun
Outrageous If the fcuking police did their job and cleared the road then that poor man wouldn 39 t have to take the law into his own hands,-0.26666666666666666,0.8666666666666667,The Sun
Blocking traffic causing more pollution which idiot came up with that idea Go and plant trees or educate people about climate change that s how you raise awareness not by stopping ambulances and people trying to make a living,-0.15000000000000002,0.65,The Sun
Police just standing there There is a offence called obstructing the highway Why are they not being arrested,0.0,0.0,The Sun
This is total crap They block the flow of traffic Morons,-0.5333333333333333,0.85,The Sun
Those protesters are weird and cringe af,-0.5,1.0,The Sun
Sad to see the police arresting those there acutly clear the road that is what the police shoud be donig,-0.19999999999999998,0.6916666666666667,The Sun
Lawless country,0.0,0.0,The Sun
The police should work in the kitchen,0.0,0.0,The Sun
I bet every one of these people have a car ot two Hypocrites,0.0,0.0,The Sun
The police are a disgrace,0.0,0.0,The Sun
UK Police must be the most woke fascist in the world,0.5,0.5,The Sun
Dumb copper,-0.375,0.5,The Sun
The cops have things backwards apparently You are not allowed to push people breaking the law,0.05,0.35,The Sun
One tight slap would help bring them back to their senses,-0.08928571428571429,0.14285714285714285,The Sun
what a piece of slime those police are,0.0,0.0,The Sun
The police need to start arresting these clowns what will happen is some motorist will get extremely upset one day and they will plow into these clowns and kill someone And it could 39 ve been prevented by stopping this crap,-0.4625,0.9,The Sun
The police are a joke in the uk,0.0,0.0,The Sun
Horrible disgusting display those cops should be fired,-1.0,1.0,The Sun
The Police defending those morons proves to us that the government police are in on this so eventually they come in and ban protesting to cover their rear ends for any future legit protest that is about to happen Evil plan,-0.375,0.53125,The Sun
Police going after the guy doing the job they are supposed to do disgusting,-1.0,1.0,The Sun
Nauseous,0.0,0.0,The Sun
What you allow is what will continue,0.0,0.0,The Sun
Arrested for doing there job,0.0,0.0,The Sun
Standing in the middle of the road being disruptive is unlawful yet have a WEF political terrorization msg and it s ok,0.16666666666666666,0.19999999999999998,The Sun
Notice how the police over reacted with the people who tried to do something Why the F do we pay the police to do nothing but arrest the innocent Its about time the cops stop pandering to the minority that is the stop the oil morons I understand what they are trying to do But the only people they are affecting is us no government is going to change anything because of these idiots,-0.23000000000000004,0.7,The Sun
Did the Bridge end up falling down,-0.15555555555555559,0.2888888888888889,The Sun
Police are doing it to the wrong ones,-0.5,0.9,The Sun
Police should be doing their job,0.0,0.0,The Sun
Theres an agenda here Cops have been given orders who to protect Theyre ushering in the era of electric cars so now they need to start shaming people for using oil and gas cars,0.0,0.0,The Sun
why dont others help the one or two people clearing the way instead of filming it on there mobiles thats the trouble these nobody wants to help just make a youtube video is more important to many,0.27999999999999997,0.45999999999999996,The Sun
Useless police,-0.5,0.2,The Sun
Wish they would get as ruff with this lot as they did with the miners,0.0,0.0,The Sun
Wie berall die Bullerei verhaftet die die diese Nichtsnutze von der Strasse befreit,0.0,0.0,The Sun
arent there some sniper vets,0.0,0.0,The Sun
Man doing police work gets detained by the police,0.0,0.0,The Sun
Disgusting police behaviour,-1.0,1.0,The Sun
Bravo to the police Amazing,0.6000000000000001,0.9,The Sun
The Police help this protesters,0.0,0.0,The Sun
What the hell is wrong with the police,-0.5,0.9,The Sun
Police waste of time,-0.2,0.0,The Sun
I am really shocked to see the British police arresting a citizen who is trying to get their right to drive their own car instead of arresting someone who is illegally taking away the rights of other citizens I 39 m Italian and I never expected such a thing from the English Do the British police protect these people,-0.03538961038961039,0.3737012987012987,The Sun
Police in England are probably worse than South African police if this how they do business hopefully not all English cops share a braincell,-0.13333333333333333,0.19999999999999998,The Sun
,0.0,0.0,The Sun
Those cops are the biggest cowards ive ever seen,0.0,0.0,The Sun
Wtf is wrong with police,-0.5,0.95,The Sun
The police are pathetic they need to do their job right and arrest the protesters for disturbing the peace,-0.31607142857142856,0.5839285714285714,The Sun
What is that police doing there Are they stupid,-0.7999999999999999,1.0,The Sun
STUMP THE POLICE,0.0,0.0,The Sun
Whose side are the police on The people illegally blocking traffic Yes and their actions are indefensible,-0.5,0.5,The Sun
To the world this is our police force total embarassment,0.0,0.75,The Sun
Wow now we know whos side the police are on and they wonder why no one respects them Disgusting,-0.45,1.0,The Sun
Police protecting For real I would go nuts,0.2,0.30000000000000004,The Sun
die bullen geh ren auch zu dennen,0.0,0.0,The Sun
leute steht auf gegen diese terroristen das ist gemacht vom staat,0.0,0.0,The Sun
How you will get food if they stop the oil how you will get electricity,0.0,0.0,The Sun
pain the arse egoists just winding public up counter productive,0.0,0.06666666666666667,The Sun
Why are the police not doing their job,0.0,0.0,The Sun
Luke 21 24 And they shall fall by the edge of the sword and shall be led away captive into all nations and Jerusalem shall be trodden down of the Gentiles until the times of the Gentiles be fulfilled It cannot come soon enough England is fallen Betrayed by traitors of their own kind Matthew 24 9 Then shall they deliver you up to be afflicted and shall kill you and ye shall be hated of all nations for my name 39 s sake 10 And then shall many be offended and shall betray one another and shall hate one another 11 And many false prophets shall rise and shall deceive many 12 And because iniquity shall abound the love of many shall wax cold 13 But he that shall endure unto the end the same shall be saved,0.06962962962962962,0.6142592592592593,The Sun
Protest all ya want but once you disrupt another man 39 s life you 39 re gonna get beat,0.0,0.0,The Sun
The police support disorder They serve the enemies of this country,0.0,0.0,The Sun
Have the officers got it wrong or what Ambulances can 39 t save Lives Fire Engines can 39 t get through people can 39 t get to funerals and they stand stand there like muppets until some one mores one of the protesters,-0.5,0.9,The Sun
It proves that if the police won t do anything then the public will,0.15,0.03333333333333333,The Sun
If they get a criminal conviction which they ought to this would affect there credit rating ability to travel br To USA obtain proper employment Good,0.09999999999999998,0.4166666666666667,The Sun
Losers,-0.2,0.2,The Sun
This is infuriating beyond words These are very sick people thinking that smashing expensive equipment like that is acceptable I can only hope that they got long custodial sentences for that Absolutely blood boiling infuriating,-0.3540816326530612,0.7999999999999999,The Sun
why were the Police so nice Outrageous willful damage,-0.2,1.0,The Sun
Who is paying all of these people,0.0,0.0,The Sun
They about to carry them in crowns What a circus,0.0,0.0,The Sun
Only idiotic goverment would allow this kind of nonsense Send them all to Wenezuela South Arabia Libia Will see how brave they are Looks like they are not working I saw a mess they left behind after protest Garbage is ok oil no,0.08229166666666667,0.6385416666666667,The Sun
This is why police and normal people need guns This send these idiots in black bags,-0.2722222222222222,0.6277777777777778,The Sun
In my day in my petrol forecourt if that happened I would have had the hammers straight of them and if they retaliated then I could defend myself What a complete bunch of dicksplats Theo s bunch are,0.15000000000000002,0.4,The Sun
Imagine they somehow break an electrical component causing sparks and the whole gas station to blow up,0.2,0.4,The Sun
The UK plods are really soft,0.1,0.35,The Sun
Let 39 s Go Brandon Let 39 s Go Rishi,0.0,0.0,The Sun
Look at how delicately white men get arrested,0.0,0.0,The Sun
They need jobs,0.0,0.0,The Sun
Hope you two are going to have to pay for the damage to the petrol station pumps and lack of trade it with cost the pair of you,0.0,0.0,The Sun
wierdos,0.0,0.0,The Sun
This is really a red handed intervention by the police phew,0.0,0.0,The Sun
the police is a joke embarassing just because they wear a west they can do whatever they want and get away with it who is paying for this nonsense why are they not getting charged tf is happening why are they protected by the state,0.0,0.0,The Sun
Who in their right minds does this This is more evidece that these freaks are mentally ill,0.09523809523809523,0.6785714285714285,The Sun
Any person has the power to arrest for criminal damage Why did this man say you can 39 t do this ARREST,-0.16666666666666666,0.18333333333333335,The Sun
jaja lo hacen en sudam rica y se comen la paliza de su vida,0.0,0.0,The Sun
love how the copper was smiling XD,0.5,0.6,The Sun
I hope their criminal records state that they have to pay for their crime and are unable now to leave the country,-0.45,0.525,The Sun
Why didn 39 t the attendant do anything,0.2,0.4,The Sun
What the hell,0.0,0.0,The Sun
I just love the protective glasses she wears made from oil,0.5,0.6,The Sun
See these are petulant thugs and terrorists destroying private property ARREST THEM,-0.08333333333333333,0.125,The Sun
WTF,-0.5,1.0,The Sun
Try that in the U S This is making me angry,-0.5,1.0,The Sun
I blame all this on the Police for being way to nice to them,0.6,1.0,The Sun
This is a way better strategy then blocking traffic,0.5,0.5,The Sun
Criminal damage jail sentence life ruined,-0.25,0.275,The Sun
Police are too soft with these vandals,0.1,0.35,The Sun
These guys proabably have their own cars,0.6,1.0,The Sun
Can tell these people have never used a hammer and nail before,0.0,0.0,The Sun
Ab ins Arbeitslager Steinbruch dass Gesindel,0.0,0.0,The Sun
What a smug bunch of jerks,0.0,0.0,The Sun
These people are a total embarrassment and drain on society,0.0,0.75,The Sun
Come to Ireland and do that and you d get some community justice would love to see it,0.5,0.6,The Sun
thank to those guys that petrol station would need tons of oil to repair the plastics they broke,0.0,0.0,The Sun
excuse me you cant do tha would be the last thing I would say,-0.025,0.058333333333333334,The Sun
They act like that because hey have not been hit in the face for doing stupid things,-0.7999999999999999,1.0,The Sun
Now lock them up get them to pay for the damage they caused and throwaway the Keyes with long prison sentences IDIOTS,-0.42500000000000004,0.6000000000000001,The Sun
Whats next they break into airports and empty the gas tanks,-0.05,0.25,The Sun
Funny how they just watch them destroy these pumps If I m getting gas and you try this crap on me you will get drenched in gas I m sure you know happens next,-0.05,0.5377777777777778,The Sun
Get a job,0.0,0.0,The Sun
They re accomplishing nothing,0.0,0.0,The Sun
a href Officer Mini me br That cop looks about 5 foot tall,0.0,0.0,The Sun
it simple ppl should go mess with there house since these muppet allow them them to destroy other property,-0.125,0.22678571428571428,The Sun
So when they damage property they 39 re arrested but they can block people from going about their daily lives,0.0,0.0,The Sun
We need to stop calling them protesters and activists and start calling them terrorists,0.0,0.0,The Sun
wow if that happened in Fla people would be getting the dog Sh kicked out them pronto,0.1,1.0,The Sun
wtf is he letting her do it for take the hammer off her,-0.5,1.0,The Sun
come to america with this FAFO Station owners here wouldnt stand around and watch u act an ass,0.0,0.0,The Sun
Absolute idiots vandalism I hope the courts throw the book at them send them to prison teach them all they have to pay the consequences make them do community service and work them hard and stop their benefits forever,-0.2972222222222223,0.7472222222222222,The Sun
they should pay for the damage,0.0,0.0,The Sun
Where 39 s that police brutality when we need some,0.0,0.0,The Sun
Criminals,0.0,0.0,The Sun
The most pathetic thing to me is that these criminals very lives have been made possible by the use of petroleum Everything they ve worn eaten and used has depended upon cheap readily available fossil fuels and even to this very moment that continues to be so,0.09999999999999999,0.6,The Sun
ce pays d lire plus encore que le miens br vandalisme destruction volontaire de bien priv la suite c 39 est quoi Les anglais chass s de chez eux,0.0,0.0,The Sun
Hope all these Stop Oil W kers end up with Criminal Records,-0.4,0.55,The Sun
,0.0,0.0,The Sun
That hammer was transported by trucks that s use oil the machines that forge the hammers run off oil their clothes also transported by trucks using oil but everyone else is the problem,0.0,0.0,The Sun
Lock her up,0.0,0.0,The Sun
If i used a chisel and a hammer on their windows where they live do you think they would be as happy,0.4681818181818182,0.75,The Sun
Just give them a 10 year mandatory prison sentence br That will stop the idiots,-0.8,0.8,The Sun
Amazing police says to just oil person Alright how you doing PATHETIC POLICE,-0.19999999999999996,0.95,The Sun
Let 39 s see how many oil based products they use in a daily basis,0.25,0.25,The Sun
At what point will shooting these fuckwits dead be justified When they start attacking your kids They need to be stopped now before it gets to that,0.1,0.65,The Sun
Make them pay for damage then jail them why do these people always look so dopey and obviously not employed,-0.05,0.25,The Sun
ffs whats it coming to if it was my garage id have battered them one and are they going to get prosecuted and pay for the damage,0.0,0.0,The Sun
at least they are taking saftey seriously with saftey goggles,-0.31666666666666665,0.5333333333333333,The Sun
Hope they go to court and have to pay for the damage theyve done,0.0,0.0,The Sun
Arrest charge fine and imprison Or Commissioner MUST RESIGN along with Mayor,0.18333333333333335,0.25,The Sun
JAIL SENTENCES FOR ALL THESE CLOWNS,-0.1,0.0,The Sun
This woman is crazy what she thinks She can vandalize private property that cost fortune to be replaced,-0.3,0.6375,The Sun
Hardest that scruffy f wit has worked in his life,0.0,0.0,The Sun
This is CRIMINAL DAMAGE These VANDALS must be put in prisons for many months and made to pay for all the damage they did to the petrol pumps How dare they even think of doing such damage totally disarranged people They don t ever go to work and are hell bent on stopping those who do work from going to work Communist BAS RDS,0.024999999999999994,0.575,The Sun
Its time to name and tell us where these mob live and lets go around there house and destroy it the game on dox this mob time to fight the Getty mob,-0.15454545454545457,0.3,The Sun
Just think if a spark came of those things the whole petrol station would of blown up it would of as there might of been some fuel on the floor,0.2,0.4,The Sun
All world is laughing at this country how on earth you aloud to do this that is damaging property,0.0,0.0,The Sun
Stupid woman,-0.7999999999999999,1.0,The Sun
Use a Cricket Bat It s more affective than just telling them to you can t do that,0.5,0.5,The Sun
No wonder this world is f cked up because of these idiots,-0.8,0.8,The Sun
Pre Woke days I guess,0.0,0.0,The Sun
What on earth would happen to the country if we all bunked off work amp stopped normal activity Oh yeah there would be no money in the pot for benefits,0.15,0.6499999999999999,The Sun
I though Uk was a civilized country what a joke,0.4,0.9,The Sun
What a bunch of self righteous a s What is all this nonsense from the Police 39 Mind you don 39 t hit your head on the ground when you get up 39 It 39 s mind blowing It 39 s individuals like this who should have their lives turned upside down by having their bank accounts closed,-0.1277777777777778,0.19444444444444448,The Sun
Should have took the hamme roff her amd clapped her round the head with it,-0.2,0.4,The Sun
Boor fr her hat man sowas eingefangen und in die Klapse gesperrt,0.0,0.0,The Sun
i would dive tackle all of them and take their things,0.0,0.0,The Sun
SCUMBAGS PUT THEM IN JAIL,-0.1,0.0,The Sun
I rather there be more drilling for oil than put up with these idiots,-0.15000000000000002,0.65,The Sun
people are so funny excuse me you can 39 t do that i am a robot excuse me,0.05000000000000001,0.3666666666666667,The Sun
If it was india they would have got beaten to death,0.0,0.0,The Sun
They are brainwashed Like the Manchurian candidate the are given orders and the means to carry it out and like the zombies they have become they have blank expressions and eyes no one home Than the mutter their reasoning doing it for the children let me tell you the children of this world will become like Jannesaries of the Ottoman Empire Taken away from their families and trained to be the most fanatical zealots and to act unthinkingly toward their enemies which was anyone their commander says was their enemy We got the same thoughtless mindless creatures Who threw oil in the fountain of Trevi because you know our lives are so swell now that a place of beauty is about all we can get when some barbarians decide to make poor humanity s day a little bit more crappier by using hyperbolic nonsense among the working class Like we really have any power over governments or corporations If they had any real guts they d show up at Xi Xi Pings bathroom and lecture him as he takes his bubble bath So like any coward you pick on the little people who really have nothing to do with the whole thing Why didn t the oil fanatics stop the coronation This group and the other fools do not try to see the impact of their actions on the lives of others Like preventing the use of certain fertilizers by just stopping the use of it in countries and allowing the people and children to starve to death You almost had a people starve in Sri Lanka due to these insane regulations Why not figure out other means to fertilize PLants other than starving people to get their way Remember all modern famines are governmentally controlled Nature sets up the circumstances but government starved the people for control and leverage,-0.013721804511278196,0.4261278195488722,The Sun
This is why the UK needs guns,0.0,0.0,The Daily Mail
Except he didn 39 t plow through them,0.0,0.0,The Daily Mail
Ha Everybody needs to be doing this,0.0,0.0,The Daily Mail
The saddest part of the story is that they protest against a non existent problem Carbon is not our enemy,0.0,0.0,The Daily Mail
Love it,0.5,0.6,The Daily Mail
Satisfaction 1000,0.0,0.0,The Daily Mail
Hero,0.0,0.0,The Daily Mail
I hope the Volkswagen van is fine,0.4166666666666667,0.5,The Daily Mail
Should have floored it before they moved,0.0,0.0,The Daily Mail
Just Stop Oil protestors Stand in the road br Also Just Stop Oil protestors when a car goes into them,0.0,0.0,The Daily Mail
Well done that driver The skill he used to not injury them even though they deserve it,0.0,0.0,The Daily Mail
Issue more oil licenses,0.5,0.5,The Daily Mail
Definitely did not plough through,0.0,0.5,The Daily Mail
,0.0,0.0,The Daily Mail
All drivers need to cop on and start driving through these law breakers,0.0,0.0,The Daily Mail
Absolutely nice one full support for driver,0.475,0.775,The Daily Mail
I support Just Stop Oil br Extreme measure are required to make the world wake up Most people have no idea as to the magnitude of what is coming if we don t change our ways,0.1875,0.75,The Daily Mail
Should ve gone faster,0.0,0.0,The Daily Mail
someone get a 39 Soylent Green 39 crowd scooper,-0.2,0.3,The Daily Mail
At this point in our history dreaming of having the Roman Empire back to clean up this world,0.18333333333333335,0.35000000000000003,The Daily Mail
The driver is in the wrong here He should have floored it,-0.5,0.9,The Daily Mail
I hope the van wasn 39 t scratched,0.0,0.0,The Daily Mail
A message to all protesters not everyone is as kind as that van driver br Becareful You may end up in tears,0.6,0.9,The Daily Mail
Yeah carmegeddon,0.0,0.0,The Daily Mail
Id go by some oil and tip it all around them,0.0,0.0,The Daily Mail
This is why y 39 all need guns It 39 s self defense once he touches you with his car,0.0,0.0,The Daily Mail
I agree with this driver 100 If everyone did that they could put an end to the nonsense,0.0,0.0,The Daily Mail
He did a great job,0.8,0.75,The Daily Mail
finally someone that drives right thru,0.14285714285714285,0.7678571428571428,The Daily Mail
quot plows quot lol shame on you DM,0.8,0.7,The Daily Mail
Its so easy einfach weiter fahren also ich halte nicht f r so etwas,0.43333333333333335,0.8333333333333334,The Daily Mail
Van driver hero of the day,0.0,0.0,The Daily Mail
Excellent,1.0,1.0,The Daily Mail
Hey who the hell is funding these nazis,0.0,0.0,The Daily Mail
Hero,0.0,0.0,The Daily Mail
Give the van driver a award,0.0,0.0,The Daily Mail
You never see any quot diversity quot in the ranks of the brainwashed eco fools are they racist or white supremacists,0.0,0.0,The Daily Mail
What gives them the right to grab hold of vehicles,0.2857142857142857,0.5357142857142857,The Daily Mail
More like van driver pushes through at a very slow speed,0.054999999999999966,0.51,The Daily Mail
We need Homer Simpson 39 s Mister Plow more than ever lol,0.65,0.6,The Daily Mail
I think if the protesters can stop traffic FOR SOMETHING COMPLETELY STUPID AS STOP OIL then I have the right to protest them by pushing them with my car,-0.2571428571428571,0.7678571428571428,The Daily Mail
Teach the miserable sods,-1.0,1.0,The Daily Mail
Keep Driving and don 39 t stop We need something to happen to these people,0.0,0.0,The Daily Mail
,0.0,0.0,The Daily Mail
How much money is china paying these freaks Maybe I should ask jobama,0.2,0.2,The Daily Mail
That is how to deal with these obnoxious self righteous hypocrites whose banners and hi viz jackets are made from OIL br All drivers should do the same,0.0,0.125,The Daily Mail
What happens when a load of electric cars want to get past,-0.25,0.25,The Daily Mail
quot I 39 m trying to stop mate but my brakes have stopped working quot,0.0,0.0,The Daily Mail
He didn 39 t quot plough quot through anything If he had they 39 d be dead Get these morons off the road before someone does plough through them,-0.5,0.7,The Daily Mail
That 39 s the wa y to do it,0.0,0.0,The Daily Mail
if more people did this then they would stop,0.5,0.5,The Daily Mail
Niiiiiice More like this driver,0.5,0.5,The Daily Mail
that 39 s how its done,0.0,0.0,The Daily Mail
now that is satisfying,0.5,1.0,The Daily Mail
A true british hero,0.175,0.325,The Daily Mail
Hardly ploughing through No one got hurt Disappointing Well done to the van driver,-0.4458333333333333,0.6208333333333333,The Daily Mail
If only he was going faster,0.0,1.0,The Daily Mail
Imagine if the guy had a call from his mother saying shes in trouble at home and fallen and needs help and these middle class scumbags give 0 shits for anyones 39 personal problems,-0.06666666666666667,0.16666666666666666,The Daily Mail
Do it again then reverse,0.0,0.0,The Daily Mail
The van was too slow,-0.30000000000000004,0.39999999999999997,The Daily Mail
Clearly surrounded and were attempting to get into his vehicle Has to get away safely,0.3,0.44166666666666665,The Daily Mail
Maybe he should have ploughed through them then there would be a few less of these morons on the planet though unfortunately it would ve meant a long jail sentence for him As it is he gently and politely drove through the barricade,-0.230952380952381,0.480952380952381,The Daily Mail
there should be a 5 second rule in law then pedal to the metal,0.0,0.0,The Daily Mail
quot Well if you play in the road what do you expect quot My Mum Circ 1981,0.0,0.0,The Daily Mail
I hope that van is ok,0.5,0.5,The Daily Mail
Great Need more of this,0.65,0.625,The Daily Mail
Hypocrites Protesters need to go nude and live in caves because the clothes laundry detergents cements and even laxatives are drawn from the by products of petroleum Even the bitumen roads that they use to commute on and to protest are made from petroleum I hope they don 39 t fell sick even laxatives are made from petroleum byproducts br Hypocrites and dumb,-0.31764069264069267,0.6190476190476191,The Daily Mail
Sorry wrong peddle,-0.5,0.95,The Daily Mail
EXCELENTE,0.0,0.0,The Daily Mail
Aw no one got run over,0.0,0.0,The Daily Mail
The van identified as a woman no harm done,0.0,0.0,The Daily Mail
one day someone will drive at speed through them,0.0,0.0,The Daily Mail
Makes me wonder about the mentality of people that let idiots block them from doing their daily living responsibilities Band together citizens and forcibly remove these protesters off of the streets for your own freedom to do your daily living AMEN,0.059999999999999984,0.5599999999999999,The Daily Mail
you re nobody to block the road people have works we re not like y all if this happens in my country i m very sure i would hit and not run,0.65,1.0,The Daily Mail
Lmao glad to know people are fighting the stupid,0.10000000000000005,1.0,The Daily Mail
Hope the van is ok,0.5,0.5,The Daily Mail
Sadly dear viewers no protestor was hurt,-0.5,1.0,The Daily Mail
Nice this is gonna go bad soon Can t wait,-0.04999999999999993,0.8333333333333333,The Daily Mail
Boo Hoo The goof off protestors didn 39 t get to stop the van,0.0,0.0,The Daily Mail
Lmao finally one of you brits took the dodge ram approach,0.3,1.0,The Daily Mail
Instead of blocking roads and making a mess why don 39 t they actually do something about the problem,-0.0875,0.1375,The Daily Mail
Ez,0.0,0.0,The Daily Mail
The protesters are hypocrites and cowards They don 39 t go to China India or the USA where most of the pollution occurs,0.5,0.5,The Daily Mail
These JSO professional protesters with no jobs have zero support I ve never seen a protest group hated more than even neo nazis,-0.10000000000000002,0.4333333333333333,The Daily Mail
To the bald guy hanging in the van owners window you would have been knocked out as soon as you entered the window,0.0,0.0,The Daily Mail
Hate to say it guys but any injuries caused by the van driver would certainly be a follow on The reasons are because the van driver is stationary to start with the driver acknowledging there is a danger ahead But he procededs making contact with people As he moves on he is repeatedly making the same decision to keep moving confirming he knows the risks too So if any one of those protester fell under the vehicle the driver would have been judged as making calculated decisions If someone died as a result the charge could quite be murder as the jury will see the evidence and conclude he carried on driving know here is a risk someone will die death by dangerous driving may be another option br br PS I hate JSO too wasters,-0.39714285714285713,0.6792857142857143,The Daily Mail
Mates the solution is to get REALLY loud Horns on the cars These old muppets would quit in 3 mins,0.1,0.5,The Daily Mail
Treat them like ants pour boiling water on them makes me laugh i bet they all drove or got diesel powered trains down to protest,0.0722222222222222,0.19444444444444448,The Daily Mail
the retarded protesters OH NO 1 VAN IS GETTING THROUGH I should put my life on the line to stop him,-0.8,0.8,The Daily Mail
Imagine how much public support they could have gained by simply standing at the side of the road with a quot honk if you 39 re with us quot sign They seem intent on alienating every person on the planet with offending obstructing and annoying This is targeted harassment just like when the guy tried to use a jet washer to clean the windows they had thrown paint on and they kept throwing more paint just to oppose him,-0.038888888888888896,0.4706349206349207,The Daily Mail
The police nee to do their JOB and arrest everypone who is obstructing the highway and charge them under the relevant laws NO MORE SOFTLY SOFTLY THEY ARE PUTTING LIVES AND JOBS IN DANGER,0.05000000000000001,0.4375,The Daily Mail
Don 39 t talk taser,0.0,0.0,The Daily Mail
